"","510","520","530","550","560","570","610","620","630","700","dye","sample","pH","well_plate_96_num","well_plate_96_index","well_plate_384_num","well_plate_384_index","plate_number","media","norm_pH"
"68",0.159150526082515,0.185114660247034,0.227426582589213,0.361574609105894,0.38369220487567,0.351477445819692,0.408694704441503,0.417830233129019,0.381288118378955,-0.0139437016809454,"universal",22,9.64,70,"F10",260,"K20",8,"THY",0.377142857142857
"69",0.16532980110356,0.195632837424428,0.242424290566946,0.390374409074714,0.407754091670506,0.359180106979702,0.384135548655712,0.390820041961785,0.356951942544344,-0.0155971510475057,"universal",23,9.75,71,"F11",262,"K22",8,"THY",0.392857142857143
"70",0.180713406075848,0.215565277247619,0.26547659892571,0.420804074148047,0.431130554495238,0.364868972267427,0.351100331804505,0.355403031949168,0.323563050878662,-0.00645405021699459,"universal",24,9.94,72,"F12",264,"K24",8,"THY",0.42
"71",0.270658833369067,0.231311954509246,0.217003998560221,0.242042921471016,0.270658833369067,0.300467074929537,0.450700612394305,0.462623909018493,0.429238678470767,0.0512701754840082,"universal",13,7.07,73,"G1",290,"M2",8,"THY",0.01
"72",0.207775257312111,0.186893321903858,0.185849225133446,0.228657192720363,0.26311238614398,0.304876256960484,0.477152224078566,0.489681385323517,0.452093901588663,0.0323669998827911,"universal",14,7.37,74,"G2",292,"M4",8,"THY",0.0528571428571429
"73",0.155816545382664,0.150719742496316,0.159457118872914,0.215521950622751,0.257752603109641,0.30435194378483,0.495117994673887,0.508224059238784,0.467449636147993,0.0109217204707475,"universal",15,7.92,75,"G3",294,"M6",8,"THY",0.131428571428571
"74",0.124362336447393,0.127377180967329,0.140943981307045,0.209531694135607,0.255508073064643,0.302991874253647,0.505740168219396,0.517045835169159,0.473330589630076,-0.0173353559896365,"universal",16,8.35,76,"G4",296,"M8",8,"THY",0.192857142857143
"75",0.100678944968635,0.103576180795071,0.126029758449946,0.204255125763706,0.252783825856501,0.296966672209643,0.514259359192309,0.525123993541442,0.476595293448647,-0.0456314642663598,"universal",17,8.65,77,"G5",298,"M10",8,"THY",0.235714285714286
"76",0.114025922094147,0.123147995861679,0.144650026885147,0.227400267490613,0.271707482932911,0.309498931398399,0.499759327121205,0.510836130981779,0.467180492237163,-0.0247599145118719,"universal",18,8.9,78,"G6",300,"M12",8,"THY",0.271428571428571
"77",0.124529114036123,0.136070836800447,0.162799036886249,0.254525359907979,0.295225119129541,0.318308564658188,0.484752356101592,0.495686619773057,0.452557024180058,-0.0267282000858021,"universal",19,9.11,79,"G7",302,"M14",8,"THY",0.301428571428571
"78",0.139460241037547,0.159464783809327,0.194615623251168,0.31149930887485,0.344363914857059,0.338648331207979,0.445243966263317,0.456960912743931,0.423810527579268,-0.0165751925823315,"universal",21,9.52,81,"G9",306,"M18",8,"THY",0.36
"79",0.173712928836717,0.209256496408495,0.262321540952276,0.427023424489106,0.436535083416764,0.366449175528752,0.348427084928977,0.353933834834464,0.320392721773772,-0.0265325222718905,"universal",24,9.94,84,"G12",312,"M24",8,"THY",0.42
"80",0.263288328423089,0.219627449840365,0.203750766719375,0.227565791400861,0.26064221456959,0.296364751591818,0.463069924362216,0.474977436702959,0.439254899680731,0.0198458539012378,"universal",13,7.07,85,"H1",338,"O2",8,"THY",0.01
"81",0.202452467281759,0.180935779937804,0.180935779937804,0.223969154625714,0.262112373099089,0.303189685301185,0.481191371510267,0.492927746425152,0.455762559194684,0.0224947185868621,"universal",14,7.37,86,"H2",340,"O4",8,"THY",0.0528571428571429
"82",0.154552042060295,0.14944890859604,0.15965517552455,0.217247681764,0.258801768544362,0.304000950656335,0.495732965099059,0.508126289226536,0.466572202446173,0.00801920972954359,"universal",15,7.92,87,"H3",342,"O6",8,"THY",0.131428571428571
"83",0.142324423505655,0.143699538708608,0.15951336354257,0.222081105276939,0.264022118967012,0.30665069025856,0.495041473063147,0.506729952288249,0.467539169004083,0.0123760368265787,"universal",16,8.35,88,"H4",344,"O8",8,"THY",0.192857142857143
"84",0.117601951157854,0.123071809351242,0.140165116205581,0.215375666364674,0.261185728734303,0.304260862007238,0.505278150614267,0.516901599275217,0.470407804631415,-0.020511968225207,"universal",17,8.65,89,"H5",346,"O10",8,"THY",0.235714285714286
"85",0.11319445777396,0.120650380142305,0.145051580620524,0.226388915547921,0.273835694255569,0.307726250475317,0.502258043176674,0.510391776669414,0.465656242459346,-0.0325349339709586,"universal",18,8.9,90,"H6",348,"O12",8,"THY",0.271428571428571
"86",0.160125795243385,0.188084267428738,0.234342830499049,0.377693542431223,0.397518640889928,0.355835100540856,0.397010305032012,0.404635342900745,0.367018489414997,-0.026941800469522,"universal",22,9.64,94,"H10",356,"O20",8,"THY",0.377142857142857
"87",0.172055636059947,0.202418395364643,0.247502492514041,0.39379578734576,0.409897250613402,0.359292651772241,0.379074449501059,0.385515034808116,0.351471941042244,-0.0115010451911729,"universal",23,9.75,95,"H11",358,"O22",8,"THY",0.392857142857143
"88",0.177257521277653,0.211101439421357,0.261444267660118,0.420087633958733,0.431086907355437,0.364668217998417,0.354091993578509,0.358322483346472,0.326170761109953,-0.0143836652110744,"universal",24,9.94,96,"H12",360,"O24",8,"THY",0.42
"89",0.450256109275502,0.46237348332116,0.452807135390377,0.410077447966215,0.36862327359949,0.272322037762945,0.00510205222975071,-0.00127551305743768,-0.00573980875846957,-0.0133928871030957,"universal",3,4.19,3,"A3",6,"A6",9,"THY",-0.401428571428571
"90",0.453056114908267,0.465255912372137,0.453056114908267,0.408138678791291,0.366548460164461,0.267286471708427,-0.000554536248357733,-0.00887257997372371,-0.0127543337122278,-0.0199633049408784,"universal",4,4.42,4,"A4",8,"A8",9,"THY",-0.368571428571429
"91",0.443349520307434,0.457081585095718,0.449234690930984,0.411961943648501,0.374035288518956,0.282488189930401,0.0366188394354223,0.0313875766589334,0.0268102217295056,0.0156937883294667,"universal",5,4.66,5,"A5",10,"A10",9,"THY",-0.334285714285714
"92",0.45746765627569,0.461797003180507,0.448087404648586,0.405515493417883,0.367272929091997,0.274191970638426,0.0310269861511903,0.0245329657939644,0.0209251767066167,0.0129880407144518,"universal",6,4.98,6,"A6",12,"A12",9,"THY",-0.288571428571429
"93",0.470160211309347,0.463643139073376,0.445022932684887,0.401265447671938,0.362163014256111,0.268130971994241,0.0279303095827335,0.0223442476661868,0.0204822270273379,0.0130341444719423,"universal",7,5.26,7,"A7",14,"A14",9,"THY",-0.248571428571429
"94",0.528223624297197,0.482433341076388,0.435007690597692,0.364686898508591,0.325438084319326,0.238763619651365,0.0359780796734933,0.0327073451577212,0.026165876126177,-0.00654146903154422,"universal",8,5.71,8,"A8",16,"A16",9,"THY",-0.184285714285714
"95",0.626569753814677,0.481231408857664,0.374649955889188,0.271298243919757,0.242230574928355,0.193784459942684,0.138878862958923,0.138878862958923,0.119500416964655,-0.113040934966565,"universal",9,6.26,9,"A9",18,"A18",9,"THY",-0.105714285714286
"96",0.561430426746618,0.441310428465946,0.362971299152465,0.292466082770331,0.271575648286736,0.242851300871793,0.221960866388198,0.221960866388198,0.203681736215052,0.00261130431044939,"universal",10,6.28,10,"A10",20,"A20",9,"THY",-0.102857142857143
"97",0.445414180195087,0.343669824312961,0.284884196469954,0.255491382548451,0.266796310979798,0.275840253724876,0.364018695489386,0.373062638234464,0.343669824312961,0,"universal",11,6.61,11,"A11",22,"A22",9,"THY",-0.0557142857142857
"98",0.392257298397245,0.289929307511008,0.233892550597115,0.224147027655569,0.246074454274048,0.270438261627915,0.419057486486498,0.431239390163431,0.394693679132632,-0.0779641835323718,"universal",12,6.78,12,"A12",24,"A24",9,"THY",-0.0314285714285714
"99",0.443892231312727,0.454082009936836,0.445165953640741,0.409501728456361,0.371926919779961,0.287224384967059,0.0566806435966036,0.0509488931205426,0.0477645873005087,0.0445802814804748,"universal",3,4.19,15,"B3",54,"C6",9,"THY",-0.401428571428571
"100",0.451736989244851,0.463016314819005,0.452300955523559,0.410003484620483,0.367706013717407,0.270703813779686,0.00338379767224608,-0.00338379767224608,-0.00733156162319984,-0.0174829546399381,"universal",4,4.42,16,"B4",56,"C8",9,"THY",-0.368571428571429
"101",0.45164383718565,0.46241075425783,0.451077157339746,0.410842888280548,0.368341899837733,0.272006326034018,0.0136003163017009,0.00793351784265885,0.00453343876723364,0,"universal",5,4.66,17,"B5",58,"C10",9,"THY",-0.334285714285714
"102",0.462169060124049,0.466364240700061,0.45028271515868,0.404834925585211,0.363582316587754,0.26429637628879,0.00279678705067503,-0.00279678705067503,-0.00629277086401881,-0.0125855417280376,"universal",6,4.98,18,"B6",60,"C12",9,"THY",-0.288571428571429
"103",0.478333603626701,0.470785933352513,0.448142922529947,0.3962526893949,0.35379704410259,0.257564248106685,0.00660421148991501,-0.00188691756854715,-0.00471729392136787,-0.0113215054112829,"universal",7,5.26,19,"B7",62,"C14",9,"THY",-0.248571428571429
"104",0.520234626489168,0.472670317781587,0.431051547662454,0.368623392483754,0.328491007011732,0.251199005361913,0.065400924472924,0.065400924472924,0.0609417705315883,0.0312140775893501,"universal",8,5.71,20,"B8",64,"C16",9,"THY",-0.184285714285714
"105",0.626900402955954,0.47591915407651,0.377453122198611,0.275704889258116,0.24288287863215,0.190367661630604,0.134570243566461,0.134570243566461,0.111594836128285,-0.134570243566461,"universal",9,6.26,21,"B9",66,"C18",9,"THY",-0.105714285714286
"106",0.380154413024917,0.344514936803831,0.324998080777998,0.31311825537097,0.314815373286259,0.307178342667455,0.301238429963941,0.300389871006296,0.302086988921586,0.259659041039341,"universal",10,6.28,22,"B10",68,"C20",9,"THY",-0.102857142857143
"107",0.386686608891365,0.284047570728842,0.224373711332027,0.212438939452664,0.23630848321139,0.260178026970116,0.432038742032945,0.443973513912308,0.401008335146601,-0.0787694944037966,"universal",12,6.78,24,"B12",72,"C24",9,"THY",-0.0314285714285714
"108",0.446771138516921,0.457023133241344,0.447310717186628,0.407381895628352,0.370690546088315,0.284897537604993,0.0496412376129913,0.0420871362371013,0.0388496642188627,0.0339934561915049,"universal",3,4.19,27,"C3",102,"E6",9,"THY",-0.401428571428571
"109",0.449810404407582,0.463077284312861,0.454232697709341,0.411273277063674,0.36768210023204,0.266601110477527,-0.010739855161417,-0.0164256608351083,-0.0208479541368682,-0.0259020036245939,"universal",4,4.42,28,"C4",104,"E8",9,"THY",-0.368571428571429
"110",0.451903071018466,0.462464151398972,0.450791378346834,0.407435364153181,0.36797027431024,0.275143936228956,0.0272364704549875,0.0194546217535625,0.01556369740285,0.0150078510670339,"universal",5,4.66,29,"C5",106,"E10",9,"THY",-0.334285714285714
"111",0.458898894528432,0.460902819832049,0.447543317807932,0.403456961128344,0.36538238035961,0.27654169189923,0.0374066056675286,0.0320628048578817,0.0280549542506465,0.0267190040482347,"universal",6,4.98,30,"C6",108,"E12",9,"THY",-0.288571428571429
"112",0.474977150532618,0.469102874819317,0.447284136455628,0.396933201770191,0.355813271777084,0.262664042609027,0.0226579206084464,0.0167836448951455,0.0151052804056309,0.0100701869370873,"universal",7,5.26,31,"C7",110,"E14",9,"THY",-0.248571428571429
